10	6.16000	89915.67000	67704.16000	157619.83000
20	8.69000	115729.80000	70343.13000	186072.93000
40	16.74000	106677.14000	84360.58000	191037.72000
60	21.28000	96131.51000	90237.75000	186369.26000
80	23.11000	159640.74000	108429.25000	268069.99000
100	25.97000	132157.48000	121254.54000	253412.02000
