10	0.03000	84880.47000	70462.93000	155343.41000
20	0.05000	88035.29000	75133.43000	163168.72000
40	0.13000	81076.45000	81289.60000	162366.05000
60	0.16000	83167.36000	99354.72000	182522.08000
80	0.15000	140047.79000	111731.17000	251778.96000
100	0.22000	126417.44000	122696.16000	249113.60000
