10	0.39000	84190.41000	66966.40000	151156.81000
20	0.76000	82052.37000	68951.25000	151003.62000
40	1.19000	79357.18000	88143.44000	167500.62000
60	2.42000	80367.24000	91746.98000	172114.21000
80	2.40000	119645.51000	122976.54000	242622.05000
100	2.85000	116857.78000	118587.45000	235445.24000
